Title,Description,Published At,URL,text,Manual Bias
"‘Yunus made Bangladesh a terrorist state, will take revenge…’, Sheikh Hasina’s attacks on interim government","Sheikh Hasina promised that every victim's family would be helped, and legal action would be taken against the killers.",2025-02-18T04:40:07+00:00,https://www.india.com/news/world/yunus-made-bangladesh-a-terrorist-state-will-take-revenge-sheikh-hasinas-attacks-on-interim-government-7622853/,"‘Yunus made Bangladesh a terrorist state, will take revenge…’, Sheikh Hasina’s attacks on interim government. Sheikh Hasina promised that every victim's family would be helped, and legal action would be taken against the killers.",Neutral
"Morning Digest: Gyanesh Kumar named Chief Election Commissioner; Delta plane flips on landing at Toronto airport injuring 19, and more",Here is a select list of stories to start the day,2025-02-18T01:02:20+00:00,https://www.thehindu.com/news/the-hindu-morning-digest-february-18-2025/article69231763.ece,"Morning Digest: Gyanesh Kumar named Chief Election Commissioner; Delta plane flips on landing at Toronto airport injuring 19, and more. Here is a select list of stories to start the day",Neutral
T.N. govt. will not accept three-language policy under any circumstance: Udhayanidhi,"Speaking to reporters, he says there is no necessity for the State to accept the National Education Policy, even if the whole country does",2025-02-17T18:12:36+00:00,https://www.thehindu.com/news/national/tamil-nadu/tn-govt-will-not-accept-three-language-policy-under-any-circumstance-udhayanidhi/article69230549.ece,"T.N. govt. will not accept three-language policy under any circumstance: Udhayanidhi. Speaking to reporters, he says there is no necessity for the State to accept the National Education Policy, even if the whole country does",Left-wing
Election Commissioner Gyanesh Kumar appointed as CEC,Election Commissioner Gyanesh Kumar appointed as CEC,2025-02-17T17:57:53+00:00,https://www.india.com/news/india/election-commissioner-gyanesh-kumar-appointed-as-cec-7622562/,Election Commissioner Gyanesh Kumar appointed as CEC. Election Commissioner Gyanesh Kumar appointed as CEC,Neutral
"MLC election: 3,55,159 persons eligible to vote in Medak-Nizamabad-Adilabad-Karimnagar Graduates’ Constituency","MLC election: 3,55,159 persons eligible to vote in Medak-Nizamabad-Adilabad-Karimnagar Graduates’ Constituency",2025-02-17T16:08:46+00:00,https://www.thehindu.com/news/national/telangana/mlc-election-355159-persons-eligible-to-vote-in-medak-nizamabad-adilabad-karimnagar-graduates-constituency/article69231171.ece,"MLC election: 3,55,159 persons eligible to vote in Medak-Nizamabad-Adilabad-Karimnagar Graduates’ Constituency. MLC election: 3,55,159 persons eligible to vote in Medak-Nizamabad-Adilabad-Karimnagar Graduates’ Constituency",Neutral
Supreme Court notice on plea against disposal of waste from Bhopal gas tragedy site in Pithampur,"Court issues notice to the Union government, the State of Madhya Pradesh and the State’s Pollution Control Board, lists for hearing next week",2025-02-17T15:53:57+00:00,https://www.thehindu.com/news/national/supreme-court-notice-on-plea-against-disposal-of-waste-from-bhopal-gas-tragedy-site-in-pithampur/article69230897.ece,"Supreme Court notice on plea against disposal of waste from Bhopal gas tragedy site in Pithampur. Court issues notice to the Union government, the State of Madhya Pradesh and the State’s Pollution Control Board, lists for hearing next week",Neutral
PM Modi-led panel meets to finalise name of next Chief Election Commissioner,"Congress sources, however, said that Leader of Opposition Rahul Gandhi, who is part of the committee, left the meeting after submitting his objections in writing.",2025-02-17T15:53:15+00:00,https://www.thehindu.com/news/national/pm-modi-led-panel-meets-to-finalise-name-of-next-chief-election-commissioner/article69231105.ece,"PM Modi-led panel meets to finalise name of next Chief Election Commissioner. Congress sources, however, said that Leader of Opposition Rahul Gandhi, who is part of the committee, left the meeting after submitting his objections in writing.",Right-wing
Bangladesh Border Guard delegation arrives in India for talks with BSF,This is the first such meeting for talks of between BGB and BSF after the Sheikh Hasina-led government was ousted from power in August 2024,2025-02-17T15:47:53+00:00,https://www.thehindu.com/news/national/bangladesh-border-guard-delegation-arrives-in-india-for-talks-with-bsf/article69230702.ece,Bangladesh Border Guard delegation arrives in India for talks with BSF. This is the first such meeting for talks of between BGB and BSF after the Sheikh Hasina-led government was ousted from power in August 2024,Neutral
Palaniswami names point men for the AIADMK’s 82 district units,"The exercise is part of the preparations for the Assembly election due next year. The point men will visit the districts concerned and submit their reports by March-end, says the AIADMK leader",2025-02-17T15:16:32+00:00,https://www.thehindu.com/news/national/tamil-nadu/palaniswami-names-point-men-for-the-aiadmks-82-district-units/article69230764.ece,"Palaniswami names point men for the AIADMK’s 82 district units. The exercise is part of the preparations for the Assembly election due next year. The point men will visit the districts concerned and submit their reports by March-end, says the AIADMK leader",Neutral
Opposition UDF seeks to punch holes into Kerala government’s industrial development claims,Leader of the Opposition V.D. Satheesan’s take on Kerala’s “moribund” industrial sector seems an indirect counter to CWC member and MP Shashi Tharoor’s praise for LDF’s “successful” start-up sector policy,2025-02-17T15:03:30+00:00,https://www.thehindu.com/news/national/kerala/opposition-udf-seeks-to-punch-holes-into-kerala-governments-industrial-development-claims/article69230755.ece,Opposition UDF seeks to punch holes into Kerala government’s industrial development claims. Leader of the Opposition V.D. Satheesan’s take on Kerala’s “moribund” industrial sector seems an indirect counter to CWC member and MP Shashi Tharoor’s praise for LDF’s “successful” start-up sector policy,Right-wing
"‘Very slyly done’: Sanjeev Sanyal slams USAID’s ‘tentacles’ in India’s medical system, calls out skewed surveys",He highlighted that USAID had effectively run the NFHS from the 1990s until the Indian government took control two years ago. Sanyal recalled that he and the late Bibek Debroy had publicly opposed USAID’s involvement in the NFHS.,2025-02-17T12:07:12+00:00,https://www.businesstoday.in/latest/trends/story/very-slyly-done-sanjeev-sanyal-slams-usaids-tentacles-in-indias-medical-system-calls-out-skewed-surveys-464915-2025-02-17?utm_source=rssfeed,"‘Very slyly done’: Sanjeev Sanyal slams USAID’s ‘tentacles’ in India’s medical system, calls out skewed surveys. He highlighted that USAID had effectively run the NFHS from the 1990s until the Indian government took control two years ago. Sanyal recalled that he and the late Bibek Debroy had publicly opposed USAID’s involvement in the NFHS.",Neutral
FIIs dump Rs 1 lakh crore of shares in 33 days; Know why they’re exiting and when they will return,"The recent shifts in global policies, especially in the US, are invoking a sense of uncertainty among FIIs.",2025-02-17T10:34:38+00:00,https://www.businesstoday.in/markets/top-story/story/fiis-dump-rs-1-lakh-crore-of-shares-in-33-days-know-why-theyre-exiting-and-when-they-will-return-464904-2025-02-17?utm_source=rssfeed,"FIIs dump Rs 1 lakh crore of shares in 33 days; Know why they’re exiting and when they will return. The recent shifts in global policies, especially in the US, are invoking a sense of uncertainty among FIIs.",Neutral
"Some friends in Tamil Nadu are doing politics, says Dharmendra Pradhan as DMK hits out over ‘Hindi imposition’",Union Minister Dharmendra Pradhan said that though Tamil was one of the oldest languages there was nothing wrong if students in Tamil Nadu receive a multligual education.,2025-02-17T10:07:50+00:00,https://www.thehindu.com/news/national/tamil-nadu/some-friends-in-tamil-nadu-are-doing-politics-says-dharmendra-pradhan-as-dmk-hits-out-over-hindi-imposition/article69229495.ece,"Some friends in Tamil Nadu are doing politics, says Dharmendra Pradhan as DMK hits out over ‘Hindi imposition’. Union Minister Dharmendra Pradhan said that though Tamil was one of the oldest languages there was nothing wrong if students in Tamil Nadu receive a multligual education.",Right-wing
"Hajj 2025: Ban on children, change in visa policy and now…, Saudi Arabia makes another big announcement, set to..","Saudi Arabia has announced to refund the amount of Hajj in some cases. It was said that if a Hajj pilgrim dies before the journey or meets with a traffic accident due to which he is unable to perform Hajj, then the entire refund of the reservation will be given to the wife of the pilgrim.",2025-02-17T09:49:35+00:00,https://www.india.com/news/world/hajj-2025-saudi-arabian-government-makes-announcement-on-people-who-meet-with-accident-ban-on-children-change-in-visa-policy-7621429/,"Hajj 2025: Ban on children, change in visa policy and now…, Saudi Arabia makes another big announcement, set to... Saudi Arabia has announced to refund the amount of Hajj in some cases. It was said that if a Hajj pilgrim dies before the journey or meets with a traffic accident due to which he is unable to perform Hajj, then the entire refund of the reservation will be given to the wife of the pilgrim.",Neutral
GCC Policy 2025: Chief Minister Mohan Yadav outlines vision for a tech-driven Madhya Pradesh,This initiative aligns with Prime Minister Narendra Modi’s vision of Aatmanirbhar Bharat (Self-Reliant India) and Digital India,2025-02-17T09:21:52+00:00,https://www.businesstoday.in/technology/news/story/gcc-policy-2025-chief-minister-mohan-yadav-outlines-vision-for-a-tech-driven-madhya-pradesh-464892-2025-02-17?utm_source=rssfeed,GCC Policy 2025: Chief Minister Mohan Yadav outlines vision for a tech-driven Madhya Pradesh. This initiative aligns with Prime Minister Narendra Modi’s vision of Aatmanirbhar Bharat (Self-Reliant India) and Digital India,Neutral
